No,ID_SERVICE,ID_TT43,Name_Method,Class,Group
5153,12.0173.0558,12.173,Cắt u xương sườn nhiều xương,Ngoại khoa,Exclude
5154,12.0178.0411,12.178,Cắt u nang phổi hoặc u nang phế quản,Ngoại khoa,Exclude
5155,12.0179.0408,12.179,Cắt một thuỳ kèm cắt một phân thuỳ điển hình do ung thư,Ngoại khoa,Exclude
5156,12.0180.0408,12.180,"Cắt thuỳ phổi, phần phổi còn lại",Ngoại khoa,Exclude
5157,12.0181.0408,12.181,Cắt một bên phổi do ung thư,Ngoại khoa,Exclude
5158,12.0182.0408,12.182,Cắt một thuỳ phổi hoặc một phân thuỳ phổi do ung thư,Ngoại khoa,Exclude
5159,12.0183.0408,12.183,Cắt 2 thuỳ phổi 2 bên lồng ngực trong một phẫu thuật,Ngoại khoa,Exclude
5160,12.0184.0408,12.184,Cắt thuỳ phổi hoặc cắt một bên phổi kèm vét hạch trung thất,Ngoại khoa,Exclude
5161,12.0185.0408,12.185,Cắt thuỳ phổi hoặc cắt một bên phổi kèm một mảng thành ngực,Ngoại khoa,Exclude
5162,12.0186.0408,12.186,Cắt phổi và màng phổi,Ngoại khoa,Exclude
5163,12.0187.0408,12.187,Cắt phổi không điển hình do ung thư,Ngoại khoa,Exclude
5164,12.0188.0409,12.188,Cắt u trung thất,Ngoại khoa,Exclude
5165,12.0189.0409,12.189,Cắt u trung thất vừa và nhỏ lệch 1 bên lồng ngực,Ngoại khoa,Exclude
5166,12.0190.0583,12.190,"Cắt u máu, u bạch huyết thành ngực đường kính dưới 5 cm",Ngoại khoa,Exclude
5167,12.0191.0407,12.191,"Cắt u máu, u bạch huyết thành ngực đường kính 5 - 10 cm",Ngoại khoa,Exclude
5168,12.0193.1183,12.193,"Cắt u máu, u bạch huyết trong lồng ngực đường kính trên 10cm",Ung bướu,Exclude
5169,12.0194.1189,12.194,Phẫu thuật vét hạch nách,Ung bướu,Exclude
5170,12.0195.0441,12.195,Cắt u lành thực quản,Ngoại khoa,Exclude
5171,12.0196.0446,12.196,Tạo hình thực quản (do ung thư & bệnh lành tính),Ngoại khoa,Exclude
5172,12.0197.0446,12.197,"Cắt bỏ thực quản có hay không kèm các tạng khác, tạo hình ngay",Ngoại khoa,Exclude
5173,12.0198.0446,12.198,"Cắt bỏ thực quản ngực, tạo hình thực quản bàng ống dạ dày (Phẫu thuật Lewis-Santy hoặc phẫu thuật Akiyama)",Ngoại khoa,Exclude
5174,12.0199.0449,12.199,Cắt dạ dày do ung thư,Ngoại khoa,Exclude
5175,12.0200.0448,12.200,Cắt bán phần hoặc gần toàn bộ dạ dày cực dưới do ung thư kèm vét hạch hệ thống Di hoặc D2,Ngoại khoa,Exclude
5176,12.0201.0449,12.201,Cắt toàn bộ dạ dày do ung thư và vét hạch hệ thống,Ngoại khoa,Exclude
5177,12.0202.0449,12.202,Cắt toàn bộ dạ dày do ung thư tạo hình bằng đoạn ruột non,Ngoại khoa,Exclude
5178,12.0203.0491,12.203,Mở thông dạ dày ra da do ung thư,Ngoại khoa,Exclude
5179,12.0206.0454,12.206,Cắt lại đại tràng do ung thư,Ngoại khoa,Exclude
5180,12.0210.0460,12.210,Cắt u trực tràng ống hậu môn đường dưới,Ngoại khoa,Exclude
5181,12.0214.1184,12.214,Cắt từ 3 tạng trở lên trong điều trị ung thư tiêu hoá,Ung bướu,Exclude
5182,12.0215.0491,12.215,Làm hậu môn nhân tạo,Ngoại khoa,Exclude
5183,12.0216.0487,12.216,Cắt u sau phúc mạc,Ngoại khoa,Exclude
5184,12.0229.0062,12.229,Đốt nhiệt sóng cao tần điều trị ung thư­ gan,"Chụp cắt lớp vi tính, chụp mạch, cộng hưởng từ",Exclude
5185,12.0230.0063,12.230,"Đốt nhiệt cao tần điều trị ung thư gan qua hướng dẫn của siêu âm, qua phẫu thuật nội soi","Chụp cắt lớp vi tính, chụp mạch, cộng hưởng từ",Exclude
5186,12.0232.0087,12.232,Tiêm cồn tuyệt đối vào u gan qua siêu âm,Các thủ thuật và dịch vụ Nội soi,Exclude
5187,12.0234.0471,12.234,Khâu cầm máu gan và dẫn lưu ổ bụng do ung thư gan vỡ,Ngoại khoa,Exclude
5188,12.0236.0481,12.236,Nối mật-Hỗng tràng do ung thư,Ngoại khoa,Exclude
5189,12.0239.0486,12.239,Cắt đuôi tuỵ và cắt lách,Ngoại khoa,Exclude
5190,12.0240.0482,12.240,Cắt bỏ khối u tá tuỵ,Ngoại khoa,Exclude
5191,12.0241.0486,12.241,Cắt thân và đuôi tuỵ,Ngoại khoa,Exclude
5192,12.0242.0484,12.242,"Cắt lách bệnh lý, ung thư, áp xe, xơ lách",Ngoại khoa,Exclude
5193,12.0243.0425,12.243,Cắt u bàng quang đường trên,Ngoại khoa,Exclude
5194,12.0252.0434,12.252,Cắt cụt toàn bộ bộ phận sinh dục ngoài do ung thư­,Ngoại khoa,Exclude
5195,12.0253.0434,12.253,Cắt cụt toàn bộ bộ phận sinh dục ngoài do ung thư­ + nạo vét hạch bẹn hai bên,Ngoại khoa,Exclude
5196,12.0254.0592,12.254,"Cắt âm vật, vét hạch bẹn 2 bên do ung thư",Phụ Sản,Exclude
5197,12.0255.0598,12.255,"Phẫu thuật lấy dây chằng rộng, u đáy chậu, u tiểu khung",Phụ Sản,Exclude
5198,12.0256.0582,12.256,Cắt u thận lành,Ngoại khoa,Exclude
5199,12.0257.0416,12.257,"Cắt thận và niệu quản do u niệu quản, u đường tiết niệu",Ngoại khoa,Exclude
5200,12.0258.0487,12.258,Cắt bướu nephroblastome sau phúc mạc,Ngoại khoa,Exclude
5201,12.0259.0416,12.259,Cắt ung thư thận có hoặc không vét hạch hệ thống,Ngoại khoa,Exclude
5202,12.0260.0416,12.260,Cắt toàn bộ thận và niệu quản,Ngoại khoa,Exclude
5203,12.0261.1191,12.261,Cắt u sùi đầu miệng sáo,Ung bướu,Exclude
5204,12.0263.1190,12.263,Cắt nang thừng tinh một bên,Ung bướu,Exclude
5205,12.0264.1189,12.264,Cắt nang thừng tinh hai bên,Ung bướu,Exclude
5206,12.0265.0583,12.265,Cắt u lành dương vật,Ngoại khoa,Exclude
5207,12.0266.0434,12.266,Cắt bỏ dương vật ung thư có vét hạch,Ngoại khoa,Exclude
5208,12.0267.0653,12.267,Cắt u vú lành tính,Phụ Sản,Exclude
5209,12.0268.0591,12.268,Mổ bóc nhân xơ vú,Phụ Sản,Exclude
5210,12.0269.0653,12.269,Phẫu thuật cắt một phần tuyến vú,Phụ Sản,Exclude
5211,12.0270.0599,12.270,Phẫu thuật cắt khối u vú ác tính + vét hạch nách,Phụ Sản,Exclude
5212,12.0271.0599,12.271,Cắt vú theo phương pháp Patey + Cắt buồng trứng hai bên,Phụ Sản,Exclude
5213,12.0272.0599,12.272,Phẫu thuật cắt bỏ tuyến vú cải biên (Patey) do ung thư vú,Phụ Sản,Exclude
5214,12.0273.0599,12.273,"Phẫu thuật bảo tồn, vét hạch nách trong ung thư­ tuyến vú",Phụ Sản,Exclude
5215,12.0274.0599,12.274,Cắt ung thư vú tiết kiệm da - tạo hình ngay,Phụ Sản,Exclude
5216,12.0275.0573,12.275,Tái tạo tuyến vú sau cắt ung thư vú,Ngoại khoa,Exclude
5217,12.0276.0683,12.276,"Cắt buồng trứng, hai bên phần phụ trong điều trị ung thư vú",Phụ Sản,Exclude
5218,12.0277.0714,12.277,Sinh thiết hạch gác cửa trong ung thư vú,Phụ Sản,Exclude
5219,12.0278.0655,12.278,Cắt polyp cổ tử cung,Phụ Sản,Exclude
5220,12.0280.0683,12.280,Cắt u nang buồng trứng xoắn,Phụ Sản,Exclude
5221,12.0281.0683,12.281,Cắt u nang buồng trứng,Phụ Sản,Exclude
5222,12.0283.0683,12.283,Cắt u nang buồng trứng và phần phụ,Phụ Sản,Exclude
5223,12.0284.0683,12.284,Phẫu thuật mở bụng cắt u buồng trứng hoặc cắt phần phụ,Phụ Sản,Exclude
5224,12.0289.0654,12.289,Phẫu thuật cắt polip buồng tử cung,Phụ Sản,Exclude
5225,12.0290.0596,12.290,"Cắt cổ tử cung trên bệnh nhân đã mổ cắt tử cung bán phần (đường bụng, đường âm đạo)",Phụ Sản,Exclude
5226,12.0291.0681,12.291,"Cắt toàn bộ tử cung, đường bụng",Phụ Sản,Exclude
5227,12.0292.0682,12.292,Cắt tử cung hoàn toàn + 2 phần phụ + vét hạch chậu 2 bên,Phụ Sản,Exclude
5228,12.0293.0711,12.293,Phẫu thuật Wertheim- Meig điều trị ung thư­ cổ tử cung,Phụ Sản,Exclude
5229,12.0295.0598,12.295,"Cắt u tiểu khung thuộc tử cung, buồng trứng to, dính, cắm sâu trong tiểu khung",Phụ Sản,Exclude
5230,12.0297.0661,12.297,"Cắt toàn bộ tử cung, hai phần phụ và mạc nối lớn điều trị ung thư buồng trứng",Phụ Sản,Exclude
5231,12.0298.1184,12.298,"Cắt bỏ tạng trong tiểu khung, từ 2 tạng trở lên",Ung bướu,Exclude
5232,12.0299.0683,12.299,Phẫu thuật mở bụng cắt u nang hoặc cắt buồng trứng trên bệnh nhân có thai,Phụ Sản,Exclude
5233,12.0300.0661,12.300,Cắt ung thư­ buồng trứng lan rộng,Phụ Sản,Exclude
5234,12.0301.0703,12.301,Phẫu thuật Second Look trong ung thư buồng trứng,Phụ Sản,Exclude
5235,12.0302.0590,12.302,Bóc nhân ung thư nguyên bào nuôi di căn âm đạo,Phụ Sản,Exclude
5236,12.0303.0633,12.303,Mở bụng bóc nhân ung thư nguyên bào nuôi bảo tồn tử cung,Phụ Sản,Exclude
5237,12.0304.0592,12.304,"Cắt âm hộ ung thư, vét hạch bẹn hai bên",Phụ Sản,Exclude
5238,12.0305.0593,12.305,Cắt bỏ âm hộ đơn thuần,Phụ Sản,Exclude
5239,12.0306.0597,12.306,Cắt u thành âm đạo,Phụ Sản,Exclude
5240,12.0307.0573,12.307,Phẫu thuật tái tạo vú bằng các vạt tự thân,Ngoại khoa,Exclude
5241,12.0309.0589,12.309,Bóc nang tuyến Bartholin,Phụ Sản,Exclude
5242,12.0313.1190,12.313,"Cắt u máu khu trú, đường kính dưới 5 cm",Ung bướu,Exclude
5243,12.0314.1189,12.314,Cắt u máu/u bạch mạch dưới da đường kính từ 5 - 10cm,Ung bướu,Exclude
5244,12.0315.1059,12.315,"Cắt u máu, u bạch mạch vùng phức tạp, khó",Răng Hàm Mặt,Exclude
5245,12.0316.1059,12.316,"Cắt u máu/u bạch mạch lan toả, đường kính bằng và trên 10cm",Răng Hàm Mặt,Exclude
5246,12.0317.1190,12.317,Cắt ung thư phần mềm chi trên hoặc chi dưới đường kính dưới 5cm,Ung bướu,Exclude
5247,12.0318.1189,12.318,Cắt ung thư phần mềm chi trên hoặc chi dưới đường kính bằng và trên 5cm,Ung bướu,Exclude
5248,12.0319.1190,12.319,Cắt u lành phần mềm đường kính trên 10cm,Ung bướu,Exclude
5249,12.0320.1190,12.320,Cắt u lành phần mềm đường kính dưới 10cm,Ung bướu,Exclude
5250,12.0321.1190,12.321,Cắt u bao gân,Ung bướu,Exclude
5251,12.0322.1191,12.322,"Cắt u nang bao hoạt dịch (cổ tay, khoeo chân, cổ chân)",Ung bướu,Exclude
5252,12.0323.0653,12.323,Phẫu thuật phì đại tuyến vú nam,Phụ Sản,Exclude
5253,12.0324.0558,12.324,Cắt u xương sụn lành tính,Ngoại khoa,Exclude
5254,12.0325.0558,12.325,"Cắt u xương, sụn",Ngoại khoa,Exclude
5255,12.0326.0534,12.326,Cắt chi và vét hạch do ung thư,Ngoại khoa,Exclude
5256,12.0327.0534,12.327,Tháo khớp cổ tay do ung thư,Ngoại khoa,Exclude
5257,12.0328.0534,12.328,Cắt cụt cánh tay do ung thư,Ngoại khoa,Exclude
5258,12.0329.0534,12.329,Tháo khớp khuỷu tay do ung thư,Ngoại khoa,Exclude
5259,12.0330.1185,12.330,Tháo khớp vai do ung thư đầu trên xương cánh tay,Ung bướu,Exclude
5260,12.0331.1189,12.331,Tháo nửa bàn chân trước do ung thư,Ung bướu,Exclude
5261,12.0332.1189,12.332,Tháo khớp cổ chân do ung thư,Ung bướu,Exclude
5262,12.0333.0551,12.333,Tháo khớp gối do ung thư,Ngoại khoa,Exclude
5263,12.0334.0534,12.334,Tháo khớp háng do ung thư,Ngoại khoa,Exclude
5264,12.0335.0534,12.335,Cắt cụt cẳng chân do ung thư,Ngoại khoa,Exclude
5265,12.0336.0534,12.336,Cắt cụt đùi do ung thư,Ngoại khoa,Exclude
5266,12.0339.0558,12.339,"Cắt u nang tiêu xương, ghép xương",Ngoại khoa,Exclude
5267,12.0340.0558,12.340,"Cắt u tế bào khổng lồ, ghép xương",Ngoại khoa,Exclude
5268,12.0341.1174,12.341,Xạ trị bằng Gamma Knife,Ung bướu,Exclude
5269,12.0342.1175,12.342,Xạ trị bằng X Knife,Ung bướu,Exclude
5270,12.0343.1173,12.343,Xạ trị bằng Cyber Knife,Ung bướu,Exclude
5271,12.0344.1177,12.344,Xạ trị bằng máy gia tốc,Ung bướu,Exclude
5272,12.0345.1176,12.345,Xạ trị bằng máy gia tốc có điều biến liều,Ung bướu,Exclude
5273,12.0346.1163,12.346,Xạ trị bằng máy Rx,Ung bướu,Exclude
5274,12.0348.1180,12.348,Xạ trị áp sát xuất liều thấp,Ung bướu,Exclude
5275,12.0349.1179,12.349,Xạ trị áp sát xuất liều cao,Ung bướu,Exclude
5276,12.0349.1178,12.349,Xạ trị áp sát xuất liều cao,Ung bướu,Exclude
5277,12.0350.1178,12.350,Xạ trị bằng nguồn áp sát,Ung bướu,Exclude
5278,12.0350.1179,12.350,Xạ trị bằng nguồn áp sát,Ung bướu,Exclude
5279,12.0350.1180,12.350,Xạ trị bằng nguồn áp sát,Ung bướu,Exclude
5280,12.0351.1192,12.351,Xạ trị bằng các đồng vị phóng xạ,Ung bướu,Exclude
5281,12.0353.1163,12.353,Xạ trị bằng máy Cobalt,Ung bướu,Exclude
5282,12.0360.1870,12.360,Điều trị bướu nhân độc tuyến giáp bằng I 13i,Điều trị bằng chất phóng xạ,Exclude
5283,12.0361.1870,12.361,Điều trị bệnh Basedow bằng I 13i,Điều trị bằng chất phóng xạ,Exclude
5284,12.0362.1870,12.362,Điều trị bướu cổ đơn thuần bằng I¹³¹,Điều trị bằng chất phóng xạ,Exclude
5285,12.0363.1871,12.363,Điều trị ung thư tuyến giáp biệt hóa bằng I¹³¹,Điều trị bằng chất phóng xạ,Exclude
5286,12.0366.1165,12.366,Hóa trị liên tục (12-24 giờ) bằng máy,Ung bướu,Exclude
5287,12.0367.1170,12.367,Truyền hoá chất động mạch,Ung bướu,Exclude
5288,12.0368.1169,12.368,Truyền hoá chất tĩnh mạch,Ung bướu,Exclude
5289,12.0368.2040,12.368,Truyền hoá chất tĩnh mạch,Ung bướu,Exclude
5290,12.0369.1171,12.369,Truyền hoá chất khoang màng bụng,Ung bướu,Exclude
5291,12.0370.1171,12.370,Truyền hoá chất khoang màng phổi,Ung bướu,Exclude
5292,12.0371.1172,12.371,Truyền hóa chất nội tủy,Ung bướu,Exclude
5293,12.0372.0109,12.372,Gây dính màng phổi bằng bơm hoá chất màng phổi,Các thủ thuật và dịch vụ Nội soi,Exclude
5294,12.0373.1171,12.373,Tiêm hoá chất vào màng bụng điều trị ung thư,Ung bướu,Exclude
5295,12.0374.0718,12.374,Tiêm hoá chất vào nhân ung thư nguyên bào nuôi,Phụ Sản,Exclude
5296,12.0377.1192,12.377,Điều trị đích trong ung thư,Ung bướu,Exclude
5297,12.0378.1164,12.378,Đổ khuôn chì trong xạ trị,Ung bướu,Exclude
5298,12.0379.0640,12.379,Nong cổ tử cung trước xạ trong,Phụ Sản,Exclude
5299,12.0380.1166,12.380,Làm mặt nạ cố định đầu,Ung bướu,Exclude
5300,12.0383.1167,12.383,Mô phỏng và lập kế hoạch cho xạ trị ngoài,Ung bướu,Exclude
5301,12.0384.1167,12.384,Mô phỏng và lập kế hoạch cho xạ trị trong,Ung bướu,Exclude
5302,12.0388.1174,12.388,Xạ phẫu u não bằng dao gamma quay,Ung bướu,Exclude
5303,12.0389.1174,12.389,Xạ phẫu u màng não bằng dao gamma quay,Ung bướu,Exclude
5304,12.0390.1174,12.390,Xạ phẫu u màng não thất bằng dao gamma quay,Ung bướu,Exclude
5305,12.0391.1174,12.391,Xạ phẫu u thân não bằng dao gamma quay,Ung bướu,Exclude
5306,12.0392.1174,12.392,Xạ phẫu u tiểu não bằng dao gamma quay,Ung bướu,Exclude
5307,12.0393.1174,12.393,Xạ phẫu u tuyến yên bằng dao gamma quay,Ung bướu,Exclude
5308,12.0394.1174,12.394,Xạ phẫu u tuyến tùng bằng dao gamma quay,Ung bướu,Exclude
5309,12.0395.1174,12.395,Xạ phẫu u sọ hầu bằng dao gamma quay,Ung bướu,Exclude
5310,12.0396.1174,12.396,Xạ phẫu u hậu nhãn cầu bằng dao gamma quay,Ung bướu,Exclude
5311,12.0397.1174,12.397,Xạ phẫu dị dạng mạch máu não bằng dao gamma quay,Ung bướu,Exclude
5312,12.0398.1174,12.398,Xạ phẫu u nguyên bào mạch máu nội sọ bằng dao gamma quay,Ung bướu,Exclude
5313,12.0399.1174,12.399,Xạ phẫu u dây thần kinh sọ não bằng dao gamma quay,Ung bướu,Exclude
5314,12.0400.1174,12.400,Điều trị đau dây thần kinh số V nguyên phát bằng dao gamma quay,Ung bướu,Exclude
5315,12.0401.1174,12.401,Xạ phẫu u thần kinh khứu giác bằng dao gamma quay,Ung bướu,Exclude
5316,12.0402.0577,12.402,Phẫu thuật cắt u thành ngực phức tạp,Ngoại khoa,Exclude
5317,12.0404.1883,12.404,Điều trị ung thư gan bằng hạt vi cầu phóng xạ,Điều trị bằng chất phóng xạ,Exclude
5318,12.0406.1823,12.406,Điều trị u lympho ác tính bằng kháng thể đơn dòng đánh dấu phóng xạ,Thăm dò bằng đồng vị phóng xạ,Exclude
5319,12.0408.1872,12.408,Điều trị ung thư di căn xương bằng đồng vị phóng xạ,Điều trị bằng chất phóng xạ,Exclude
5320,12.0409.1872,12.409,Điều trị ung thư di căn xương bằng dược chất phóng xạ,Điều trị bằng chất phóng xạ,Exclude
5321,12.0421.0041,12.421,Xạ trị sử dụng CT mô phỏng,"Chụp cắt lớp vi tính, chụp mạch, cộng hưởng từ",Exclude
5322,12.0423.1880,12.423,Điều trị ung thư tiền liệt tuyến bằng cấy hạt phóng xạ ¹²⁵I,Điều trị bằng chất phóng xạ,Exclude
5323,12.0424.1881,12.424,Điều trị ung thư vú bằng cấy hạt phóng xạ ¹²⁵I,Điều trị bằng chất phóng xạ,Exclude
5324,12.0429.1883,12.429,Điều trị ung thư gan bằng hạt vi cầu phóng xạ ⁹⁰Y.,Điều trị bằng chất phóng xạ,Exclude
5325,12.0430.1823,12.430,Điều trị u lympho ác tính không Hodgkin bằng kháng thể đơn dòng gắn đồng vị phóng xạ ¹³¹I-Rituximab,Thăm dò bằng đồng vị phóng xạ,Exclude
5326,12.0431.1823,12.431,Điều trị u lympho ác tính không Hodgkin bằng kháng thể đơn dòng gắn phóng xạ ¹³¹I-Nimotuzumab,Thăm dò bằng đồng vị phóng xạ,Exclude
5327,12.0432.1823,12.432,Điều trị u lympho ác tính không Hodgkin bằng kháng thể đơn dòng gắn đồng vị phóng xạ ⁹⁰Y-Ibritumomab,Thăm dò bằng đồng vị phóng xạ,Exclude
5328,12.0433.1875,12.433,Điều trị tràn dịch màng phổi do ung thư bằng keo phóng xạ ⁹⁰Y,Điều trị bằng chất phóng xạ,Exclude
5329,12.0434.1875,12.434,Điều trị tràn dịch màng bụng do ung thư bằng keo phóng xạ ⁹⁰Y,Điều trị bằng chất phóng xạ,Exclude
5330,12.0435.1174,12.435,Xạ phẫu bằng dao gamma quay,Ung bướu,Exclude
5331,12.0436.1174,12.436,Xạ phẫu u máu thể hang bằng dao gamma quay,Ung bướu,Exclude
5332,12.0437.1174,12.437,Xạ phẫu di căn não bằng dao gamma quay,Ung bướu,Exclude
5333,12.0438.1177,12.438,Xạ trị gia tốc toàn não,Ung bướu,Exclude
5334,12.0439.1177,12.439,Xạ trị gia tốc toàn não - tủy,Ung bướu,Exclude
5335,12.0443.1161,12.443,Bơm hóa chất bàng quang điều trị ung thư bàng quang,Ung bướu,Exclude
5336,12.0444.1167,12.444,Mô phỏng và lập kế hoạch cho xạ trị áp sát,Ung bướu,Exclude
5337,12.0446.1185,12.446,Tháo khớp xương bả vai do ung thư,Ung bướu,Exclude
5338,12.0447.1186,12.447,Phẫu thuật cắt xương bả vai và phần mềm,Ung bướu,Exclude
5339,12.0448.1187,12.448,Đặt buồng tiêm truyền dưới da,Ung bướu,Exclude
5340,13.0001.0676,13.1,Phẫu thuật lấy thai và cắt tử cung trong rau cài răng lược,Phụ Sản,Exclude
5341,13.0002.0672,13.2,Phẫu thuật lấy thai lần hai trở lên,Phụ Sản,Exclude
5342,13.0003.0674,13.3,Phẫu thuật lấy thai trên người bệnh có sẹo mổ bụng cũ phức tạp,Phụ Sản,Exclude
5343,13.0004.0675,13.4,"Phẫu thuật lấy thai trên người bệnh mắc bệnh toàn thân (tim, thận, gan, huyết học, nội tiết...)",Phụ Sản,Exclude
5344,13.0005.0675,13.5,"Phẫu thuật lấy thai do bệnh lý sản khoa (rau tiền đạo, rau bong non, tiền sản giật, sản giật...)",Phụ Sản,Exclude
5345,13.0006.0673,13.6,"Phẫu thuật lấy thai trên người bệnh có bệnh truyền nhiễm (viêm gan nặng, HIV-AIDS, H5N1, tiêu chảy cấp...)",Phụ Sản,Exclude
5346,13.0007.0671,13.7,Phẫu thuật lấy thai lần đầu,Phụ Sản,Exclude
5347,13.0008.0670,13.8,"Phẫu thuật lấy thai có kèm các kỹ thuật cầm máu (thắt động mạch tử cung, mũi khâu B- lynch…)",Phụ Sản,Exclude
5348,13.0009.0659,13.9,"Phẫu thuật cắt tử cung tình trạng người bệnh nặng, viêm phúc mạc nặng, kèm vỡ tạng trong tiểu khung, vỡ tử cung phức tạp",Phụ Sản,Exclude
5349,13.0010.0660,13.10,Phẫu thuật cắt tử cung và thắt động mạch hạ vị do chảy máu thứ phát sau phẫu thuật sản khoa,Phụ Sản,Exclude
5350,13.0011.0707,13.11,Phẫu thuật thắt động mạch hạ vị trong cấp cứu sản phụ khoa,Phụ Sản,Exclude
5351,13.0012.0708,13.12,Phẫu thuật thắt động mạch tử cung trong cấp cứu sản phụ khoa,Phụ Sản,Exclude
5352,13.0013.0649,13.13,Phẫu thuật bảo tồn tử cung do vỡ tử cung,Phụ Sản,Exclude
5353,13.0017.0652,13.17,"Phẫu thuật cắt lọc vết mổ, khâu lại tử cung sau mổ lấy thai",Phụ Sản,Exclude
5354,13.0018.0625,13.18,Khâu tử cung do nạo thủng,Phụ Sản,Exclude
5355,13.0019.0618,13.19,Giảm đau trong đẻ bằng phương pháp gây tê ngoài màng cứng,Phụ Sản,Exclude
5356,13.0023.2023,13.23,Theo dõi nhịp tim thai và cơn co tử cung bằng monitor sản khoa,Phụ Sản,Exclude
5357,13.0024.0613,13.24,Đỡ đẻ ngôi ngược (*),Phụ Sản,Exclude
5358,13.0025.0638,13.25,Nội xoay thai,Phụ Sản,Exclude
5359,13.0026.0615,13.26,Đỡ đẻ từ sinh đôi trở lên,Phụ Sản,Exclude
5360,13.0027.0617,13.27,Forceps,Phụ Sản,Exclude
5361,13.0028.0617,13.28,Giác hút,Phụ Sản,Exclude
5362,13.0029.0716,13.29,Soi ối,Phụ Sản,Exclude
5363,13.0030.0623,13.30,"Khâu phục hồi rách cổ tử cung, âm đạo",Phụ Sản,Exclude
5364,13.0031.0727,13.31,"Thủ thuật cặp, kéo cổ tử cung xử trí băng huyết sau đẻ, sau sảy, sau nạo (*)",Phụ Sản,Exclude
5365,13.0032.0632,13.32,"Lấy khối máu tụ âm đạo, tầng sinh môn",Phụ Sản,Exclude
5366,13.0033.0614,13.33,Đỡ đẻ thường ngôi chỏm,Phụ Sản,Exclude
5367,13.0040.0629,13.40,Làm thuốc vết khâu tầng sinh môn nhiễm khuẩn,Phụ Sản,Exclude
5368,13.0042.0058,13.42,Nút mạch cầm máu trong sản khoa,"Chụp cắt lớp vi tính, chụp mạch, cộng hưởng từ",Exclude
5369,13.0043.0713,13.43,Sinh thiết gai rau,Phụ Sản,Exclude
5370,13.0044.0621,13.44,Hủy thai: cắt thai nhi trong ngôi ngang,Phụ Sản,Exclude
5371,13.0045.0622,13.45,"Hủy thai: chọc óc, kẹp sọ, kéo thai",Phụ Sản,Exclude
5372,13.0046.0608,13.46,Chọc ối điều trị đa ối,Phụ Sản,Exclude
5373,13.0047.0608,13.47,Chọc ối làm xét nghiệm tế bào,Phụ Sản,Exclude
5374,13.0048.0640,13.48,Nong cổ tử cung do bế sản dịch,Phụ Sản,Exclude
5375,13.0049.0635,13.49,"Nạo sót thai, nạo sót rau sau sẩy, sau đẻ",Phụ Sản,Exclude
5376,13.0051.0237,13.51,"Điều trị tắc tia sữa bằng sóng ngắn, hồng ngoại",Y học dân tộc và Phục hồi chức năng,Exclude
5377,13.0051.0254,13.51,"Điều trị tắc tia sữa bằng sóng ngắn, hồng ngoại",Y học dân tộc và Phục hồi chức năng,Exclude
5378,13.0052.0626,13.52,Khâu vòng cổ tử cung,Phụ Sản,Exclude
5379,13.0053.0594,13.53,Cắt chỉ khâu vòng cổ tử cung,Phụ Sản,Exclude
5380,13.0054.0600,13.54,Chích áp xe tầng sinh môn,Phụ Sản,Exclude
5381,13.0055.0691,13.55,Phẫu thuật nội soi cắt tử cung hoàn toàn và vét hạch chậu,Phụ Sản,Exclude
5382,13.0056.0682,13.56,Phẫu thuật mở bụng cắt tử cung hoàn toàn và vét hạch chậu,Phụ Sản,Exclude
5383,13.0057.0701,13.57,Phẫu thuật nội soi vét hạch tiểu khung,Phụ Sản,Exclude
5384,13.0058.0692,13.58,Phẫu thuật nội soi cắt ung thư buồng trứng kèm cắt tử cung hoàn toàn + 2 phần phụ + mạc nối lớn,Phụ Sản,Exclude
5385,13.0059.0661,13.59,Phẫu thuật cắt ung thư­ buồng trứng + tử cung hoàn toàn + 2 phần phụ + mạc nối lớn,Phụ Sản,Exclude
5386,13.0060.0703,13.60,Phẫu thuật Second Look trong ung thư buồng trứng,Phụ Sản,Exclude
5387,13.0061.0598,13.61,"Cắt u tiểu khung thuộc tử cung, buồng trứng to, dính, cắm sâu trong tiểu khung",Phụ Sản,Exclude
5388,13.0062.0711,13.62,Phẫu thuật Wertheim (cắt tử cung tận gốc + vét hạch),Phụ Sản,Exclude
5389,13.0063.0690,13.63,Phẫu thuật nội soi cắt tử cung hoàn toàn,Phụ Sản,Exclude
5390,13.0064.0690,13.64,Phẫu thuật nội soi cắt tử cung bán phần,Phụ Sản,Exclude
5391,13.0065.0687,13.65,Phẫu thuật nội soi bóc u xơ tử cung,Phụ Sản,Exclude
5392,13.0066.0658,13.66,Phẫu thuật cắt tử cung đường âm đạo có sự hỗ trợ của nội soi,Phụ Sản,Exclude
5393,13.0067.0657,13.67,Phẫu thuật cắt tử cung đường âm đạo,Phụ Sản,Exclude
5394,13.0068.0681,13.68,Phẫu thuật mở bụng cắt tử cung hoàn toàn,Phụ Sản,Exclude
5395,13.0069.0681,13.69,Phẫu thuật mở bụng cắt tử cung hoàn toàn cả khối,Phụ Sản,Exclude
5396,13.0070.0681,13.70,Phẫu thuật mở bụng cắt tử cung bán phần,Phụ Sản,Exclude
5397,13.0071.0679,13.71,Phẫu thuật mở bụng bóc u xơ tử cung,Phụ Sản,Exclude
5398,13.0072.0683,13.72,Phẫu thuật mở bụng cắt u buồng trứng hoặc cắt phần phụ,Phụ Sản,Exclude
